event,timestamp,button,finger,word
WORD_NEXT,1675347954741,None,None,Auto
TRIAL_START,1675347954744,None,None,None
CHAR_SELECTED,1675347961778,K,4,None
CHAR_SELECTED,1675347962986,T,4,None
CHAR_SELECTED,1675347965122,J,3,None
CHAR_SELECTED,1675347966008,I,3,None
CHAR_SELECTED,1675347966311,H,3,None
CHAR_SELECTED,1675347966543,G,3,None
CHAR_SELECTED,1675347966769,F,3,None
CHAR_SELECTED,1675347967072,E,3,None
CHAR_SELECTED,1675347967407,D,3,None
CHAR_SELECTED,1675347967705,C,3,None
CHAR_SELECTED,1675347969635,B,3,None
CHAR_SELECTED,1675347972304,A,3,None
CHAR_CLICKED,1675347975293,A,None,None
CHAR_SELECTED,1675347978684,K,4,None
CHAR_SELECTED,1675347979807,U,5,None
CHAR_CLICKED,1675347982519,U,None,None
CHAR_SELECTED,1675347984624,K,4,None
CHAR_SELECTED,1675347984806,L,4,None
CHAR_SELECTED,1675347985044,M,4,None
CHAR_SELECTED,1675347985356,N,4,None
CHAR_SELECTED,1675347985688,D,3,None
CHAR_SELECTED,1675347986124,E,3,None
CHAR_SELECTED,1675347987103,O,4,None
CHAR_SELECTED,1675347987210,P,4,None
CHAR_SELECTED,1675347987338,F,3,None
CHAR_SELECTED,1675347987478,G,3,None
CHAR_SELECTED,1675347987872,H,3,None
CHAR_SELECTED,1675347988199,I,3,None
CHAR_SELECTED,1675347989229,J,3,None
CHAR_SELECTED,1675347991732,T,4,None
CHAR_CLICKED,1675347995029,T,None,None
CHAR_SELECTED,1675347997921,S,4,None
CHAR_SELECTED,1675347998183,R,4,None
CHAR_SELECTED,1675347998384,SPACE,5,None
CHAR_SELECTED,1675347998822,Z,5,None
CHAR_SELECTED,1675347999468,SPACE,5,None
CHAR_SELECTED,1675347999884,Q,4,None
CHAR_SELECTED,1675348001083,P,4,None
CHAR_SELECTED,1675348005250,Q,4,None
CHAR_SELECTED,1675348005377,R,4,None
CHAR_SELECTED,1675348005652,S,4,None
CHAR_SELECTED,1675348006189,R,4,None
CHAR_SELECTED,1675348006350,S,4,None
CHAR_SELECTED,1675348006369,T,4,None
CHAR_SELECTED,1675348006473,K,4,None
CHAR_SELECTED,1675348006604,L,4,None
CHAR_SELECTED,1675348006735,M,4,None
CHAR_SELECTED,1675348006994,N,4,None
CHAR_SELECTED,1675348007332,O,4,None
CHAR_CLICKED,1675348009838,O,None,None
CHAR_SELECTED,1675348011526,P,4,None
CHAR_SELECTED,1675348011680,Q,4,None
CHAR_SELECTED,1675348011908,R,4,None
CHAR_SELECTED,1675348012235,S,4,None
CHAR_SELECTED,1675348012613,T,4,None
CHAR_SELECTED,1675348015158,S,4,None
CHAR_SELECTED,1675348015699,ENTER,5,None
CHAR_SELECTED,1675348016038,U,5,None
CHAR_SELECTED,1675348016701,K,4,None
CHAR_SELECTED,1675348017349,L,4,None
CHAR_SELECTED,1675348017550,V,5,None
CHAR_SELECTED,1675348018262,L,4,None
CHAR_SELECTED,1675348018356,K,4,None
CHAR_SELECTED,1675348018592,U,5,None
CHAR_SELECTED,1675348018896,ENTER,5,None
CHAR_SELECTED,1675348019187,SPACE,5,None
CHAR_SELECTED,1675348019899,ENTER,5,None
WORD_DONE,1675348022516,None,None,Auto
WORD_NEXT,1675348022520,None,None,RPR1
CHAR_SELECTED,1675348030688,S,4,None
CHAR_SELECTED,1675348030864,R,4,None
CHAR_SELECTED,1675348031884,Q,4,None
CHAR_SELECTED,1675348033275,P,4,None
CHAR_SELECTED,1675348036997,Q,4,None
CHAR_SELECTED,1675348037267,R,4,None
CHAR_CLICKED,1675348039300,R,None,None
CHAR_SELECTED,1675348040651,H,3,None
CHAR_SELECTED,1675348040923,R,4,None
CHAR_SELECTED,1675348043609,S,4,None
CHAR_SELECTED,1675348043679,T,4,None
CHAR_SELECTED,1675348043786,K,4,None
CHAR_SELECTED,1675348043917,L,4,None
CHAR_SELECTED,1675348044508,M,4,None
CHAR_SELECTED,1675348044683,N,4,None
CHAR_SELECTED,1675348044883,O,4,None
CHAR_SELECTED,1675348045676,P,4,None
CHAR_CLICKED,1675348047739,P,None,None
CHAR_SELECTED,1675348049338,F,3,None
CHAR_SELECTED,1675348049499,P,4,None
CHAR_SELECTED,1675348049765,Q,4,None
CHAR_SELECTED,1675348054158,R,4,None
CHAR_SELECTED,1675348054398,S,4,None
CHAR_SELECTED,1675348054627,T,4,None
CHAR_SELECTED,1675348055035,S,4,None
CHAR_SELECTED,1675348055324,R,4,None
CHAR_CLICKED,1675348056990,R,None,None
CHAR_SELECTED,1675348059784,8,2,None
CHAR_SELECTED,1675348059899,9,2,None
CHAR_SELECTED,1675348059952,0,2,None
CHAR_SELECTED,1675348060083,1,2,None
CHAR_CLICKED,1675348063496,1,None,None
CHAR_SELECTED,1675348065339,A,3,None
CHAR_SELECTED,1675348065478,B,3,None
CHAR_SELECTED,1675348065549,C,3,None
CHAR_SELECTED,1675348065703,D,3,None
CHAR_SELECTED,1675348066001,E,3,None
CHAR_SELECTED,1675348067004,O,4,None
CHAR_SELECTED,1675348067205,Y,5,None
CHAR_SELECTED,1675348067617,Z,5,None
CHAR_SELECTED,1675348067969,SPACE,5,None
CHAR_SELECTED,1675348068410,Q,4,None
CHAR_SELECTED,1675348069111,SPACE,5,None
CHAR_SELECTED,1675348069241,Z,5,None
CHAR_SELECTED,1675348069369,P,4,None
CHAR_SELECTED,1675348069434,O,4,None
CHAR_SELECTED,1675348069567,N,4,None
